,donor_name,n_total_seqs,n_all_hits,n_nonredundant_hits,n_redundant_hits,n_total_seqs_minus_n_redundant_hits,original_frequency_estimate,conservative_frequency_estimate
72,Subject-326797,99872859,1633,123,1510,99871349,16.350788556078083,1.2315844457052443
73,Subject-326907,33686764,896,54,842,33685922,26.597983706597642,1.6030435503591085
74,Subject-327059,102853434,2433,265,2168,102851266,23.655019627249395,2.576536102141903
75,Subject-BD1,8633933,8,4,4,8633929,0.9265765671334257,0.463288498202846
76,Subject-BD1+3+4,2700689,77,16,61,2700628,28.511242871726438,5.924547919965282
77,Subject-BD10,302689,0,0,0,302689,0.0,0.0
78,Subject-BD11,318012,0,0,0,318012,0.0,0.0
79,Subject-BD12,443315,0,0,0,443315,0.0,0.0
80,Subject-BD13,404819,0,0,0,404819,0.0,0.0
81,Subject-BD14,1074780,19,3,16,1074764,17.678036435363516,2.791310464436844
82,Subject-BD1h,2300336,83,12,71,2300265,36.081685458124376,5.216790239385462
83,Subject-BD2r,747335,2,2,0,747335,2.6761760120963154,2.6761760120963154
84,Subject-BD3,1843944,915,29,886,1843058,496.21897411201206,15.734719146114772
85,Subject-BD3h,896567,5,3,2,896565,5.576828056352732,3.346104298070971
86,Subject-BD4,993820,5,1,4,993816,5.03109214948381,1.006222479815177
87,Subject-BD5,3582234,31,13,18,3582216,8.653817701467855,3.629038561605442
88,Subject-BD5a,520255,0,0,0,520255,0.0,0.0
89,Subject-BD5g,501835,16,3,13,501822,31.882989428796318,5.978215383143824
90,Subject-BD5h,1967787,175,15,160,1967627,88.9323895319971,7.623396100988653
91,Subject-BD6,1089054,2,2,0,1089054,1.836456227147598,1.836456227147598
92,Subject-BD6h,828336,8,2,6,828330,9.657916594232294,2.414496637813432
93,Subject-BD7,808852,0,0,0,808852,0.0,0.0
94,Subject-BD8,528026,24,3,21,528005,45.45230727274793,5.681764377231276
95,Subject-BD9,103350,4,1,3,103347,38.703434929850026,9.676139607342254
96,Subject-CAP287,754559,1,1,0,754559,1.3252774136946217,1.3252774136946217
97,Subject-CAP301,1422159,8,2,6,1422153,5.625250059944071,1.4063184481557187
98,Subject-CAP312,1284879,0,0,0,1284879,0.0,0.0
99,Subject-CAP322,1476844,18,2,16,1476828,12.1881525740024,1.3542538467580516
100,Subject-CAP335,734921,0,0,0,734921,0.0,0.0
101,Subject-CAP351,1141581,9,2,7,1141574,7.883803251806048,1.751967020972797
102,Subject-CB1,410636,1,1,0,410636,2.435246787909487,2.435246787909487
103,Subject-CB2,1364658,6,3,3,1364655,4.396705987873885,2.1983578267034525
104,Subject-CB3,392001,0,0,0,392001,0.0,0.0
105,Subject-CB4,763630,0,0,0,763630,0.0,0.0
106,Subject-CB5,460201,0,0,0,460201,0.0,0.0
107,Subject-CORD1,1135699,8,3,5,1135694,7.044119964885062,2.641556616482961
108,Subject-CORD2,1358084,45,16,29,1358055,33.1349165441902,11.78155523892626
109,Subject-CORD3,1441611,47,16,31,1441580,32.602414937177926,11.098933115054315
110,Subject-D103,65645990,2691,81,2610,65643380,40.99260289927839,1.2339401170384583
111,Subject-D149,1250156,0,0,0,1250156,0.0,0.0
112,Subject-D181,6271025,170,21,149,6270876,27.1088059766944,3.348814424013487
113,Subject-H1,176809,0,0,0,176809,0.0,0.0
114,Subject-HD01,29550,0,0,0,29550,0.0,0.0
115,Subject-HD03,36958,0,0,0,36958,0.0,0.0
116,Subject-HD06,39182,0,0,0,39182,0.0,0.0
117,Subject-HD07,33234,0,0,0,33234,0.0,0.0
118,Subject-HD10,37566,0,0,0,37566,0.0,0.0
119,Subject-HD12,52137,0,0,0,52137,0.0,0.0
120,Subject-HD13,38916,12,1,11,38905,308.3564600678384,25.703637064644646
121,Subject-HD14,35129,0,0,0,35129,0.0,0.0
122,Subject-HD16,38090,0,0,0,38090,0.0,0.0
123,Subject-HD17,31930,0,0,0,31930,0.0,0.0
124,Subject-HD19,12040,0,0,0,12040,0.0,0.0
125,Subject-HD22,13909,0,0,0,13909,0.0,0.0
126,Subject-HD24,21956,0,0,0,21956,0.0,0.0
127,Subject-HD25,19364,0,0,0,19364,0.0,0.0
128,Subject-HD29,14212,0,0,0,14212,0.0,0.0
129,Subject-HD30,14431,0,0,0,14431,0.0,0.0
130,Subject-HD31,21635,4,1,3,21632,184.88560203374163,46.22781065088757
131,Subject-HD38,12927,0,0,0,12927,0.0,0.0
132,Subject-HIP1,218062505,4417,405,4012,218058493,20.255660183303867,1.8572998209246543
133,Subject-HIP2,174080204,8675,1624,7051,174073153,49.83335152801177,9.329411066622088
134,Subject-HIP3,156488073,3180,363,2817,156485256,20.321037501688707,2.31970735952274
135,Subject-Healthy-1,89222,0,0,0,89222,0.0,0.0
136,Subject-Healthy-10,81939,0,0,0,81939,0.0,0.0
137,Subject-Healthy-3,6143,0,0,0,6143,0.0,0.0
138,Subject-Healthy-6,4769,0,0,0,4769,0.0,0.0
139,Subject-Healthy-7,5463,0,0,0,5463,0.0,0.0
140,Subject-Healthy-8,6343,0,0,0,6343,0.0,0.0
141,Subject-Healthy-9,4201,0,0,0,4201,0.0,0.0
142,Subject-IGG2,346200,0,0,0,346200,0.0,0.0
143,Subject-PEM1,24677,0,0,0,24677,0.0,0.0
144,Subject-PEM2,278566,0,0,0,278566,0.0,0.0
145,Subject-TW01A,126368,2,1,1,126367,15.826791592808304,7.913458418732738
146,Subject-TW01B,87491,0,0,0,87491,0.0,0.0
147,Subject-TW02A,192084,0,0,0,192084,0.0,0.0
148,Subject-TW02B,201854,0,0,0,201854,0.0,0.0
149,Subject-TW03A,273063,0,0,0,273063,0.0,0.0
150,Subject-TW03B,178233,0,0,0,178233,0.0,0.0
151,Subject-TW04A,270086,3,2,1,270085,11.107573143369148,7.405076179721199
152,Subject-TW04B,435002,2,1,1,435001,4.597680010666617,2.298845290010828
153,Subject-TW05A,263881,0,0,0,263881,0.0,0.0
154,Subject-TW05B,211004,0,0,0,211004,0.0,0.0
